Num HR HRyr HRgm Date BatTeam HomeAway DefTeam Pitcher Score Inn Out RoB RBI BOP Pos WPA bWE "Play Description" Player Birthdate Age
230 230 8 1 1997-05-21 CHW NA BOS "Chris Hammond" "ahead 3-1" "b 2" 2 12- 3 3 3 0.166 91% "Home Run (Fly Ball to Deep LF Line); Guillen Scores; Martin Scores" Thomas 05-27-1968 28.982888432580424
231 231 9 2 1997-05-21 CHW NA BOS "John Wasdin" "ahead 8-5" "b 7" 1 --- 1 3 3 0.033 97% "Home Run (Fly Ball to Deep LF-CF)" Thomas 05-27-1968 28.982888432580424
232 232 10 1 1997-05-26 CHW NA CLE "Orel Hershiser" "behind 1-2" "b 1" 1 --- 1 3 3 0.1 53% "Home Run (Fly Ball)" Thomas 05-27-1968 28.996577686516083
233 233 11 1 1997-05-28 CHW @ BOS "Aaron Sele" "tied 0-0" "t 1" 2 --- 1 3 3 0.094 55% "Home Run (Line Drive); Thomas Scores" Thomas 05-27-1968 29.00205338809035
234 234 12 1 1997-06-01 CHW @ MIL "Jose Mercedes" "behind 1-2" "t 3" 2 1-- 2 3 3 0.204 57% "Home Run (Fly Ball to Deep LF); Martin Scores" Thomas 05-27-1968 29.01300479123888
235 235 13 2 1997-06-01 CHW @ MIL "Bob Wickman" "behind 3-5" "t 8" 1 --- 1 3 3 0.102 21% "Home Run (Fly Ball)" Thomas 05-27-1968 29.01300479123888
236 236 14 1 1997-06-03 CHW @ CLE "Danny Graves" "ahead 7-5" "t 7" 1 --- 1 3 3 0.088 87% "Home Run (Deep CF)" Thomas 05-27-1968 29.018480492813143
237 237 15 1 1997-06-05 CHW @ CLE "Charles Nagy" "behind 1-3" "t 7" 2 1-- 2 3 3 0.272 43% "Home Run (Line Drive); Martinez Scores; Thomas Scores" Thomas 05-27-1968 29.02395619438741
238 238 16 1 1997-06-06 CHW NA BAL "Scott Erickson" "tied 0-0" "b 1" 2 --- 1 3 3 0.1 61% "Home Run (Line Drive to Deep LF); Thomas Scores" Thomas 05-27-1968 29.026694045174537
239 239 17 1 1997-07-05 CHW NA BOS "Steve Avery" "ahead 5-1" "b 5" 0 --- 1 3 3 0.03 96% "Home Run (Line Drive)" Thomas 05-27-1968 29.10609171800137
240 240 18 1 1997-07-11 CHW @ KCR "Mike Perez" "ahead 3-2" "t 7" 2 1-3 3 3 3 0.243 92% "Home Run (Line Drive to Deep LF-CF); Guillen Scores; Cameron Scores; Thomas Scores" Thomas 05-27-1968 29.12251882272416
241 241 19 1 1997-07-12 CHW @ KCR "Tim Belcher" "tied 0-0" "t 1" 0 1-3 3 3 3 0.136 75% "Home Run (Fly Ball to Deep LF-CF); Durham Scores; Martinez Scores" Thomas 05-27-1968 29.125256673511295
242 242 20 1 1997-07-13 CHW @ KCR "Jim Pittsley" "tied 5-5" "t 4" 2 1-- 2 3 3 0.219 69% "Home Run (Fly Ball); Martinez Scores" Thomas 05-27-1968 29.127994524298423
243 243 21 1 1997-07-15 CHW @ MIN "Mike Trombley" "behind 2-8" "t 8" 2 --3 2 3 3 0.012 2% "Home Run (Fly Ball); Guillen Scores" Thomas 05-27-1968 29.13347022587269
244 244 22 1 1997-07-20 CHW @ BAL "Mike Johnson" "ahead 7-0" "t 8" 2 1-- 2 3 3 0.004 100% "Home Run (Deep LF); Guillen Scores" Thomas 05-27-1968 29.14715947980835
245 245 23 1 1997-07-21 CHW @ DET "Justin Thompson" "tied 0-0" "t 1" 1 1-- 2 3 3 0.16 66% "Home Run (Fly Ball to Deep LF); Durham Scores" Thomas 05-27-1968 29.149897330595483
246 246 24 1 1997-07-27 CHW NA TEX "Danny Patterson" "behind 3-5" "b 8" 2 --- 1 3 3 0.107 20% "Home Run (Line Drive)" Thomas 05-27-1968 29.166324435318277
247 247 25 1 1997-07-30 CHW NA DET "Scott Sanders" "tied 2-2" "b 6" 1 --- 1 3 DH 0.173 72% "Home Run (Fly Ball); Thomas Scores" Thomas 05-27-1968 29.17453798767967
248 248 26 1 1997-08-07 CHW @ SEA "Jeff Fassero" "behind 0-3" "t 6" 0 --- 1 3 3 0.084 23% "Home Run (Fly Ball to Deep LF-CF)" Thomas 05-27-1968 29.196440793976727
249 249 27 1 1997-08-13 CHW NA ANA "Allen Watson" "ahead 3-2" "b 5" 2 --- 1 3 DH 0.115 78% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 29.21286789869952
250 250 28 1 1997-08-14 CHW NA OAK "Willie Adams" "behind 0-3" "b 1" 1 1-- 2 3 DH 0.152 43% "Home Run (Line Drive to Deep LF); Martinez Scores; Thomas Scores" Thomas 05-27-1968 29.215605749486652
251 251 29 1 1997-08-21 CHW NA TOR "Pat Hentgen" "tied 0-0" "b 1" 1 --3 2 3 DH 0.122 71% "Home Run (Line Drive to Deep LF); Martinez Scores; Thomas Scores" Thomas 05-27-1968 29.234770704996578
252 252 30 1 1997-08-26 CHW @ TOR "Marty Janzen" "ahead 5-3" "t 6" 2 1-- 2 3 DH 0.15 90% "Home Run (Fly Ball to Deep LF-CF); Martinez Scores" Thomas 05-27-1968 29.248459958932237
253 253 31 1 1997-09-06 CHW @ CLE "Bartolo Colon" "ahead 1-0" "t 3" 1 --3 2 3 DH 0.118 77% "Home Run (Fly Ball); Durham Scores" Thomas 05-27-1968 29.27857631759069
254 254 32 1 1997-09-08 CHW NA MIL "Scott Karl" "tied 0-0" "b 1" 1 1-- 2 3 3 0.163 71% "Home Run (Fly Ball to Deep LF-CF); Abbott Scores" Thomas 05-27-1968 29.284052019164957
255 255 33 2 1997-09-08 CHW NA MIL "Scott Karl" "ahead 2-1" "b 3" 0 --- 1 3 3 0.094 76% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 29.284052019164957
256 256 34 1 1997-09-23 CHW NA MIN "Bob Tewksbury" "behind 0-3" "b 3" 2 -23 3 3 DH 0.26 51% "Home Run (Fly Ball); Guillen Scores; Durham Scores" Thomas 05-27-1968 29.32511978097194
257 257 35 1 1997-09-25 CHW NA MIN "Dan Naulty" "ahead 9-5" "b 8" 1 --- 1 3 DH 0.008 99% "Home Run (Fly Ball)" Thomas 05-27-1968 29.3305954825462
258 258 1 1 1998-04-04 CHW @ TBD "Dennis Springer" "behind 0-1" "t 4" 1 --- 1 3 3 0.116 47% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 29.85352498288843
259 259 2 1 1998-04-18 CHW @ TOR "Pat Hentgen" "tied 0-0" "t 1" 2 --- 1 3 3 0.094 56% "Home Run (Fly Ball to Deep LF-CF)" Thomas 05-27-1968 29.89185489390828
260 260 3 2 1998-04-18 CHW @ TOR "Carlos Almanzar" "behind 3-8" "t 8" 1 --- 1 3 3 0.014 3% "Home Run (Fly Ball to Deep LF Line)" Thomas 05-27-1968 29.89185489390828
261 261 4 1 1998-04-22 CHW @ CLE "Charles Nagy" "tied 0-0" "t 1" 1 1-- 2 3 DH 0.154 65% "Home Run (Line Drive to Deep LF); Durham Scores/unER" Thomas 05-27-1968 29.90280629705681
262 262 5 1 1998-04-29 CHW NA BAL "Sidney Ponson" "behind 0-4" "b 3" 1 -2- 2 3 DH 0.123 31% "Home Run (Line Drive to Deep LF Line); Cameron Scores" Thomas 05-27-1968 29.921971252566735
263 263 6 1 1998-05-17 CHW NA OAK "Tom Candiotti" "ahead 4-2" "b 5" 0 --- 1 3 DH 0.072 88% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 29.971252566735114
264 264 7 1 1998-05-19 CHW @ BOS "Bret Saberhagen" "ahead 3-2" "t 5" 1 1-3 3 3 DH 0.177 87% "Home Run (Line Drive to Deep LF-CF); Durham Scores; Ordonez Scores" Thomas 05-27-1968 29.976728268309376
265 265 8 1 1998-05-24 CHW NA DET "Bryce Florie" "behind 2-8" "b 6" 0 --- 1 3 DH 0.027 6% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 29.99041752224504
266 266 9 1 1998-05-31 CHW @ DET "Frank Castillo" "ahead 6-0" "t 5" 0 --- 1 3 DH 0.018 97% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 30.00958247775496
267 267 10 1 1998-06-13 CHW @ MIN "Bob Tewksbury" "ahead 1-0" "t 3" 2 --- 1 3 DH 0.102 67% "Home Run (Fly Ball to Deep RF)" Thomas 05-27-1968 30.04517453798768
268 268 11 1 1998-06-16 CHW NA BOS "Pedro Martinez" "behind 0-3" "b 5" 2 --- 1 3 DH 0.088 24% "Home Run (Line Drive to Deep LF-CF)" Thomas 05-27-1968 30.05338809034908
269 269 12 1 1998-06-18 CHW NA MIN "Bob Tewksbury" "behind 0-4" "b 4" 0 --- 1 3 DH 0.073 23% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 30.05886379192334
270 270 13 1 1998-06-24 CHW NA CIN "Scott Winchester" "tied 0-0" "b 1" 1 -2- 2 3 DH 0.145 71% "Home Run (Line Drive to Deep LF); Caruso Scores" Thomas 05-27-1968 30.075290896646138
271 271 14 1 1998-06-27 CHW NA MIL "Brad Woodall" "behind 0-5" "b 4" 1 --- 1 3 DH 0.048 13% "Home Run (Fly Ball to Deep LF Line)" Thomas 05-27-1968 30.083504449007528
272 272 15 1 1998-07-14 CHW NA MIN "Rick Aguilera" "tied 5-5" "b 9" 2 12- 3 3 DH 0.383 100% "Home Run (Line Drive to Deep LF Line); Durham Scores; Caruso Scores" Thomas 05-27-1968 30.130047912388775
273 273 16 1 1998-07-19 CHW NA CLE "Dave Burba" "tied 0-0" "b 3" 1 12- 3 3 DH 0.223 82% "Home Run (Fly Ball); Durham Scores; Caruso Scores" Thomas 05-27-1968 30.143737166324435
274 274 17 1 1998-07-20 CHW NA CLE "Bartolo Colon" "ahead 2-1" "b 3" 2 --- 1 3 DH 0.101 73% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 30.14647501711157
275 275 18 1 1998-07-31 CHW @ TEX "John Burkett" "ahead 2-1" "t 5" 2 123 4 3 DH 0.266 91% "Home Run (Line Drive to Deep LF); Kreuter Scores; Durham Scores; Caruso Scores" Thomas 05-27-1968 30.17659137577002
276 276 19 1 1998-08-05 CHW @ TBD "Julio Santana" "tied 0-0" "t 1" 2 --- 1 3 DH 0.093 55% "Home Run (Fly Ball to Deep RF Line)" Thomas 05-27-1968 30.190280629705683
277 277 20 1 1998-08-14 CHW NA SEA "Bob Wells" "ahead 9-1" "b 6" 2 1-- 2 3 DH 0.003 100% "Home Run (Line Drive to Deep LF-CF); Caruso Scores" Thomas 05-27-1968 30.21492128678987
278 278 21 1 1998-08-17 CHW @ ANA "Steve Sparks" "behind 0-6" "t 4" 0 --- 1 3 DH 0.033 9% "Home Run (Fly Ball to Deep LF-CF)" Thomas 05-27-1968 30.223134839151268
279 279 22 1 1998-08-20 CHW @ OAK "Kenny Rogers" "behind 0-3" "t 4" 0 --- 1 3 DH 0.084 28% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 30.23134839151266
280 280 23 1 1998-08-22 CHW @ SEA "Jamie Moyer" "tied 2-2" "t 6" 0 --- 1 3 DH 0.151 65% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 30.236824093086927
281 281 24 1 1998-08-25 CHW NA BAL "Mike Mussina" "ahead 3-1" "b 7" 2 -2- 2 3 DH 0.088 96% "Home Run (Line Drive to Deep LF); Caruso Scores" Thomas 05-27-1968 30.245037645448324
282 282 25 1 1998-08-26 CHW NA BAL "Juan Guzman" "ahead 4-1" "b 2" 2 --3 2 3 DH 0.094 90% "Home Run (Fly Ball to Deep LF); Caruso Scores" Thomas 05-27-1968 30.247775496235455
283 283 26 1 1998-09-07 CHW NA DET "Brian Moehler" "tied 0-0" "b 1" 1 1-- 2 3 DH 0.16 71% "Home Run (Line Drive); Wilson Scores" Thomas 05-27-1968 30.28062970568104
284 284 27 1 1998-09-12 CHW @ CLE "Dave Burba" "ahead 2-1" "t 3" 1 --- 1 3 DH 0.098 68% "Home Run (Line Drive to Deep LF Line)" Thomas 05-27-1968 30.2943189596167
285 285 28 1 1998-09-18 CHW NA BOS "Steve Avery" "tied 1-1" "b 3" 1 1-- 2 3 DH 0.183 74% "Home Run (Fly Ball to Deep RF); Wilson Scores" Thomas 05-27-1968 30.310746064339497
286 286 29 1 1998-09-26 CHW @ KCR "Glendon Rusch" "ahead 6-4" "t 5" 0 --- 1 3 DH 0.085 82% "Home Run (Fly Ball)" Thomas 05-27-1968 30.33264887063655
287 287 1 1 1999-04-09 CHW NA KCR "Brian Barber" "tied 0-0" "b 1" 2 --- 1 3 DH 0.093 60% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 30.86652977412731
288 288 2 1 1999-04-11 CHW NA KCR "Kevin Appier" "behind 0-1" "b 4" 0 --- 1 3 DH 0.12 56% "Home Run (Fly Ball to Deep LF-CF)" Thomas 05-27-1968 30.872005475701577
289 289 3 1 1999-04-28 CHW NA TBD "Bryan Rekar" "behind 1-2" "b 3" 2 --3 2 3 DH 0.191 62% "Home Run (Fly Ball); Caruso Scores" Thomas 05-27-1968 30.91854893908282
290 290 4 1 1999-05-07 CHW NA OAK "Tom Candiotti" "ahead 4-0" "b 2" 2 -2- 2 3 DH 0.073 93% "Home Run (Fly Ball to Deep LF Line); Caruso Scores/unER; Thomas Scores/unER" Thomas 05-27-1968 30.94318959616701
291 291 5 1 1999-05-28 CHW @ DET "Justin Thompson" "ahead 3-1" "t 6" 0 --- 1 3 DH 0.085 85% "Home Run (Line Drive to Deep LF-CF)" Thomas 05-27-1968 31.000684462696785
292 292 6 1 1999-06-12 CHW @ CHC "Steve Trachsel" "ahead 1-0" "t 3" 0 --- 1 3 3 0.098 71% "Home Run (Fly Ball to Deep LF-CF)" Thomas 05-27-1968 31.041752224503764
293 293 7 1 1999-06-14 CHW NA TBD "Wilson Alvarez" "behind 0-1" "b 4" 1 --- 1 3 3 0.123 54% "Home Run (Line Drive to Deep LF-CF)" Thomas 05-27-1968 31.04722792607803
294 294 8 1 1999-06-22 CHW NA MIN "LaTroy Hawkins" "tied 0-0" "b 1" 2 --- 1 3 3 0.093 60% "Home Run (Fly Ball to Deep LF Line)" Thomas 05-27-1968 31.069130732375086
295 295 9 1 1999-06-23 CHW NA MIN "Bob Wells" "behind 5-12" "b 6" 2 12- 3 3 3 0.059 8% "Home Run (Fly Ball to Deep LF); Durham Scores; Caruso Scores" Thomas 05-27-1968 31.071868583162217
296 296 10 1 1999-06-27 CHW @ BOS "Brian Rose" "behind 0-5" "t 4" 0 --- 1 3 3 0.048 15% "Home Run (Fly Ball)" Thomas 05-27-1968 31.082819986310746
297 297 11 1 1999-06-29 CHW @ KCR "Kevin Appier" "behind 0-6" "t 4" 1 --- 1 3 3 0.029 8% "Home Run (Fly Ball)" Thomas 05-27-1968 31.08829568788501
298 298 12 1 1999-07-08 CHW NA KCR "Jose Rosado" "behind 2-3" "b 6" 0 --- 1 3 3 0.162 58% "Home Run (Fly Ball to Deep LF-CF)" Thomas 05-27-1968 31.1129363449692
299 299 13 1 1999-07-23 CHW NA TOR "Joey Hamilton" "behind 0-2" "b 7" 1 --- 1 3 DH 0.135 34% "Home Run (Fly Ball)" Thomas 05-27-1968 31.15400410677618
300 300 14 1 1999-08-07 CHW @ OAK "Kevin Appier" "behind 0-6" "t 6" 1 --- 1 3 3 0.018 4% "Home Run (Fly Ball to Deep LF Line)" Thomas 05-27-1968 31.195071868583163
301 301 15 1 1999-08-11 CHW @ SEA "Paul Abbott" "behind 0-6" "t 4" 1 -2- 2 3 DH 0.056 12% "Home Run (Fly Ball to Deep LF-CF); Durham Scores" Thomas 05-27-1968 31.20602327173169
302 302 1 1 2000-04-06 CHW @ TEX "Esteban Loaiza" "ahead 4-0" "t 5" 0 --- 1 3 DH 0.044 92% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 31.860369609856264
303 303 2 1 2000-04-08 CHW @ OAK "Ron Mahay" "ahead 3-1" "t 4" 2 1-3 3 3 DH 0.182 90% "Home Run (Fly Ball to Deep LF); Wilson Scores; Valentin Scores" Thomas 05-27-1968 31.86584531143053
304 304 3 1 2000-04-14 CHW NA ANA "Ken Hill" "tied 0-0" "b 1" 2 --- 1 3 DH 0.092 60% "Home Run (Fly Ball to Deep RF)" Thomas 05-27-1968 31.88227241615332
305 305 4 1 2000-04-21 CHW NA DET "C.J. Nitkowski" "tied 1-1" "b 3" 2 --- 1 3 DH 0.108 62% "Home Run (Fly Ball to Deep CF)" Thomas 05-27-1968 31.90143737166325
306 306 5 1 2000-04-26 CHW NA BAL "Sidney Ponson" "ahead 5-4" "b 4" 1 123 4 3 3 0.168 93% "Home Run (Fly Ball to LF-CF); Paul Scores; Durham Scores; Valentin Scores" Thomas 05-27-1968 31.915126625598905
307 307 6 1 2000-05-03 CHW NA TOR "John Frascatore" "ahead 5-2" "b 6" 2 --- 1 3 DH 0.05 93% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 31.93429158110883
308 308 7 1 2000-05-19 CHW @ TOR "Kelvim Escobar" "ahead 2-0" "t 3" 1 12- 3 3 DH 0.156 88% "Home Run (Fly Ball to Deep LF); Durham Scores; Valentin Scores" Thomas 05-27-1968 31.978097193702943
309 309 8 1 2000-05-24 CHW NA NYY "Andy Pettitte" "tied 0-0" "b 1" 2 --- 1 3 DH 0.092 60% "Home Run (Fly Ball to Deep CF)" Thomas 05-27-1968 31.991786447638603
310 310 9 1 2000-05-26 CHW NA CLE "Chuck Finley" "tied 0-0" "b 1" 1 -2- 2 3 3 0.135 70% "Home Run (Fly Ball to LF-CF); Valentin Scores" Thomas 05-27-1968 31.99726214921287
311 311 10 1 2000-05-28 CHW NA CLE "Scott Kamieniecki" "behind 1-8" "b 7" 1 1-- 2 3 3 0.022 4% "Home Run (Fly Ball to LF-CF); Durham Scores" Thomas 05-27-1968 32.002737850787135
312 312 11 1 2000-06-02 CHW @ HOU "Shane Reynolds" "ahead 2-0" "t 2" 2 1-3 3 3 3 0.177 86% "Home Run (Fly Ball to Deep LF); Durham Scores/unER; Valentin Scores/unER; Thomas Scores/unER" Thomas 05-27-1968 32.016427104722794
313 313 12 1 2000-06-06 CHW @ CIN "Ron Villone" "ahead 4-0" "t 2" 1 -23 3 3 3 0.07 94% "Home Run (Fly Ball to Deep LF); Eldred Scores; Graffanino Scores" Thomas 05-27-1968 32.02737850787132
314 314 13 1 2000-06-07 CHW @ CIN "Rob Bell" "behind 2-3" "t 6" 2 1-- 2 9 PH 0.295 60% "Home Run (Fly Ball to Deep LF); Fordyce Scores" Thomas 05-27-1968 32.030116358658454
315 315 14 1 2000-06-09 CHW NA CHC "Jon Lieber" "ahead 3-1" "b 5" 2 --- 1 3 DH 0.082 85% "Home Run (Fly Ball to LF-CF)" Thomas 05-27-1968 32.035592060232716
316 316 15 1 2000-06-11 CHW NA CHC "Ismael Valdez" "behind 1-2" "b 3" 0 --- 1 3 DH 0.106 56% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 32.04106776180698
317 317 16 1 2000-06-12 CHW @ CLE "Paul Rigdon" "tied 2-2" "t 3" 2 -2- 2 3 DH 0.181 66% "Home Run (Fly Ball to Deep LF); Durham Scores" Thomas 05-27-1968 32.04380561259411
318 318 17 1 2000-06-21 CHW NA CLE "Justin Speier" "behind 4-8" "b 7" 2 --- 1 3 DH 0.046 10% "Home Run (Fly Ball to LF-CF)" Thomas 05-27-1968 32.068446269678304
319 319 18 2 2000-06-21 CHW NA CLE "Steve Karsay" "behind 5-8" "b 9" 0 --- 1 3 DH 0.061 12% "Home Run (Fly Ball to LF-CF)" Thomas 05-27-1968 32.068446269678304
320 320 19 1 2000-06-28 CHW NA MIN "Mike Lincoln" "tied 0-0" "b 1" 0 12- 3 3 DH 0.153 79% "Home Run (Fly Ball to Deep LF); Durham Scores; Valentin Scores" Thomas 05-27-1968 32.087611225188226
321 321 20 2 2000-06-28 CHW NA MIN "Mike Lincoln" "ahead 4-0" "b 3" 0 --- 1 3 DH 0.041 92% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 32.087611225188226
322 322 21 1 2000-06-30 CHW NA BOS "Bryce Florie" "ahead 4-3" "b 5" 0 --- 1 3 DH 0.099 80% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 32.09308692676249
323 323 22 2 2000-06-30 CHW NA BOS "Rheal Cormier" "ahead 7-3" "b 6" 2 --- 1 3 DH 0.031 96% "Home Run (Fly Ball to Deep CF)" Thomas 05-27-1968 32.09308692676249
324 324 23 1 2000-07-02 CHW NA BOS "Pete Schourek" "ahead 3-1" "b 3" 2 --- 1 3 DH 0.08 80% "Home Run (Fly Ball to LF-CF)" Thomas 05-27-1968 32.09856262833676
325 325 24 1 2000-07-03 CHW @ KCR "Jay Witasick" "tied 0-0" "t 1" 1 -2- 2 3 DH 0.135 65% "Home Run (Fly Ball to Deep RF); Durham Scores" Thomas 05-27-1968 32.101300479123886
326 326 25 1 2000-07-04 CHW @ KCR "Chad Durbin" "ahead 3-1" "t 2" 2 --- 1 3 DH 0.082 73% "Home Run (Fly Ball to LF-CF)" Thomas 05-27-1968 32.10403832991102
327 327 26 1 2000-07-09 CHW @ CHC "Kevin Tapani" "behind 1-3" "t 4" 0 --- 1 3 3 0.104 38% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 32.11772758384668
328 328 27 1 2000-07-14 CHW NA STL "Garrett Stephenson" "tied 0-0" "b 1" 1 1-- 2 3 DH 0.149 70% "Home Run (Fly Ball to LF-CF); Durham Scores" Thomas 05-27-1968 32.13141683778234
329 329 28 1 2000-07-15 CHW NA STL "Darryl Kile" "behind 0-1" "b 1" 0 1-3 3 3 DH 0.14 72% "Home Run (Fly Ball to Deep LF); Durham Scores; Valentin Scores" Thomas 05-27-1968 32.134154688569474
330 330 29 1 2000-07-17 CHW NA MIL "Steve Woodard" "ahead 6-2" "b 6" 2 --3 2 3 DH 0.041 98% "Home Run (Fly Ball to Deep LF); Durham Scores" Thomas 05-27-1968 32.139630390143736
331 331 30 1 2000-08-05 CHW NA OAK "Gil Heredia" "tied 0-0" "b 1" 2 --- 1 3 3 0.092 60% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 32.19164955509925
332 332 31 1 2000-08-08 CHW NA SEA "Freddy Garcia" "tied 0-0" "b 1" 2 --- 1 3 3 0.092 60% "Home Run (Fly Ball to LF-CF)" Thomas 05-27-1968 32.199863107460644
333 333 32 1 2000-08-09 CHW NA SEA "Jamie Moyer" "tied 0-0" "b 1" 1 --3 2 3 DH 0.112 70% "Home Run (Fly Ball to LF-CF); Graffanino Scores" Thomas 05-27-1968 32.20260095824778
334 334 33 2 2000-08-09 CHW NA SEA "Jamie Moyer" "ahead 4-0" "b 2" 1 12- 3 3 DH 0.079 95% "Home Run (Fly Ball to Deep CF); Durham Scores; Graffanino Scores" Thomas 05-27-1968 32.20260095824778
335 335 34 1 2000-08-10 CHW NA SEA "Aaron Sele" "behind 0-4" "b 4" 1 --- 1 3 3 0.069 22% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 32.205338809034906
336 336 35 1 2000-08-13 CHW @ TBD "Albie Lopez" "ahead 1-0" "t 4" 0 --- 1 3 3 0.101 71% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 32.2135523613963
337 337 36 1 2000-08-15 CHW @ BAL "B.J. Ryan" "ahead 12-2" "t 7" 2 1-- 2 3 3 0.001 100% "Home Run (Fly Ball to Deep LF); Durham Scores" Thomas 05-27-1968 32.219028062970565
338 338 37 1 2000-08-16 CHW @ BAL "Mike Mussina" "ahead 3-0" "t 2" 1 1-3 3 3 3 0.105 91% "Home Run (Fly Ball to Deep CF); Durham Scores; Valentin Scores" Thomas 05-27-1968 32.2217659137577
339 339 38 1 2000-08-19 CHW NA TBD "Albie Lopez" "ahead 4-0" "b 7" 2 1-3 3 3 DH 0.031 99% "Home Run (Fly Ball to Deep LF); Singleton Scores; Valentin Scores" Thomas 05-27-1968 32.2299794661191
340 340 39 1 2000-09-01 CHW NA ANA "Al Levine" "behind 3-8" "b 8" 0 --- 1 3 DH 0.028 6% "Home Run (Fly Ball to Deep CF)" Thomas 05-27-1968 32.26557152635181
341 341 40 1 2000-09-03 CHW NA ANA "Derrick Turnbow" "behind 9-11" "b 6" 0 --- 1 3 DH 0.131 42% "Home Run (Fly Ball to Deep CF)" Thomas 05-27-1968 32.271047227926076
342 342 41 1 2000-09-06 CHW NA TEX "Rick Helling" "tied 0-0" "b 1" 1 1-- 2 3 DH 0.149 70% "Home Run (Fly Ball to Deep LF); Valentin Scores" Thomas 05-27-1968 32.27926078028747
343 343 42 1 2000-09-11 CHW NA DET "Nelson Cruz" "ahead 6-3" "b 8" 1 123 4 3 DH 0.019 100% "Home Run (Fly Ball to Deep LF); Johnson Scores; Durham Scores; Graffanino Scores" Thomas 05-27-1968 32.29295003422313
344 344 43 1 2000-09-28 CHW NA BOS "Rich Garces" "behind 4-6" "b 7" 1 --- 1 3 DH 0.135 34% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 32.33949349760438
345 345 1 1 2001-04-06 CHW NA DET "Dave Mlicki" "ahead 4-1" "b 5" 0 --- 1 3 DH 0.049 92% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 32.85968514715948
346 346 2 1 2001-04-09 CHW NA CLE "Chuck Finley" "ahead 5-0" "b 2" 1 1-- 2 3 DH 0.048 96% "Home Run (Fly Ball to LF-CF); Clayton Scores" Thomas 05-27-1968 32.86789869952088
347 347 3 1 2001-04-14 CHW @ MIN "Brad Radke" "tied 0-0" "t 1" 1 1-- 2 3 DH 0.159 66% "Home Run (Fly Ball to Deep CF); Valentin Scores" Thomas 05-27-1968 32.88158795345654
348 348 4 1 2001-04-15 CHW @ MIN "Eric Milton" "behind 0-3" "t 6" 1 --3 2 3 DH 0.132 31% "Home Run (Fly Ball to Deep LF); Valentin Scores" Thomas 05-27-1968 32.884325804243666
349 349 1 1 2002-04-07 CHW @ KCR "Jeff Suppan" "tied 0-0" "t 1" 2 --- 1 3 3 0.091 55% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 33.86173853524983
350 350 2 1 2002-04-09 CHW @ DET "Terry Pearson" "ahead 6-0" "t 8" 2 --3 2 3 DH 0.006 100% "Home Run (Fly Ball to LF-CF); Lofton Scores" Thomas 05-27-1968 33.86721423682409
351 351 3 1 2002-04-10 CHW @ DET "Jose Lima" "tied 3-3" "t 5" 2 12- 3 3 DH 0.328 82% "Home Run (Fly Ball to Deep LF); Lofton Scores; Durham Scores" Thomas 05-27-1968 33.869952087611225
352 352 4 1 2002-04-20 CHW NA DET "Matt Perisho" "ahead 7-2" "b 4" 2 1-- 2 3 DH 0.04 98% "Home Run (Fly Ball to Deep LF); Lofton Scores" Thomas 05-27-1968 33.89733059548254
353 353 5 1 2002-05-03 CHW NA OAK "Mike Fyhrie" "ahead 4-0" "b 4" 2 --- 1 3 DH 0.04 93% "Home Run (Fly Ball to LF-CF)" Thomas 05-27-1968 33.93292265571527
354 354 6 1 2002-05-05 CHW NA OAK "Barry Zito" "behind 1-3" "b 6" 1 --- 1 3 DH 0.131 37% "Home Run (Fly Ball to Deep RF)" Thomas 05-27-1968 33.93839835728953
355 355 7 1 2002-05-15 CHW NA TEX "Ismael Valdez" "tied 0-0" "b 2" 1 --- 1 5 DH 0.104 63% "Home Run (Fly Ball to LF-CF)" Thomas 05-27-1968 33.96577686516085
356 356 8 1 2002-05-18 CHW NA ANA "Ramon Ortiz" "ahead 1-0" "b 1" 2 1-- 2 5 DH 0.156 78% "Home Run (Fly Ball to CF-RF); Konerko Scores" Thomas 05-27-1968 33.973990417522245
