"Season"	"STATE"	"O_RUNS.ROI"	"N"
"2092"	2018	"011 1"	"1"	462
"2093"	2018	"011 1"	"2"	343
"2094"	2018	"011 1"	"3"	145
"2095"	2018	"011 1"	"4+"	126
"2096"	2018	"011 2"	"0"	1400
"2097"	2018	"011 2"	"1"	109
"2098"	2018	"011 2"	"2"	227
"2099"	2018	"011 2"	"3"	96
"2100"	2018	"011 2"	"4+"	54
"2101"	2018	"100 0"	"0"	6347
"2102"	2018	"100 0"	"1"	1807
"2103"	2018	"100 0"	"2"	1353
"2104"	2018	"100 0"	"3"	673
"2105"	2018	"100 0"	"4+"	618
"2106"	2018	"100 1"	"0"	9702
"2107"	2018	"100 1"	"1"	1453
"2108"	2018	"100 1"	"2"	1268
"2109"	2018	"100 1"	"3"	514
"2110"	2018	"100 1"	"4+"	329
"2111"	2018	"100 2"	"0"	11817
"2112"	2018	"100 2"	"1"	736
"2113"	2018	"100 2"	"2"	635
"2114"	2018	"100 2"	"3"	197
"2115"	2018	"100 2"	"4+"	92
"2116"	2018	"101 0"	"0"	150
"2117"	2018	"101 0"	"1"	381
"2118"	2018	"101 0"	"2"	140
"2119"	2018	"101 0"	"3"	139
"2120"	2018	"101 0"	"4+"	122
"2121"	2018	"101 1"	"0"	750
"2122"	2018	"101 1"	"1"	749
"2123"	2018	"101 1"	"2"	259
"2124"	2018	"101 1"	"3"	198
"2125"	2018	"101 1"	"4+"	147
"2126"	2018	"101 2"	"0"	2050
"2127"	2018	"101 2"	"1"	382
"2128"	2018	"101 2"	"2"	180
"2129"	2018	"101 2"	"3"	115
"2130"	2018	"101 2"	"4+"	72
"2131"	2018	"110 0"	"0"	1053
"2132"	2018	"110 0"	"1"	561
"2133"	2018	"110 0"	"2"	389
"2134"	2018	"110 0"	"3"	305
"2135"	2018	"110 0"	"4+"	322
"2136"	2018	"110 1"	"0"	2698
"2137"	2018	"110 1"	"1"	723
"2138"	2018	"110 1"	"2"	498
"2139"	2018	"110 1"	"3"	413
"2140"	2018	"110 1"	"4+"	306
"2141"	2018	"110 2"	"0"	4399
"2142"	2018	"110 2"	"1"	601
"2143"	2018	"110 2"	"2"	316
"2144"	2018	"110 2"	"3"	249
"2145"	2018	"110 2"	"4+"	126
"2146"	2018	"111 0"	"0"	113
"2147"	2018	"111 0"	"1"	159
"2148"	2018	"111 0"	"2"	120
"2149"	2018	"111 0"	"3"	101
"2150"	2018	"111 0"	"4+"	186
"2151"	2018	"111 1"	"0"	619
"2152"	2018	"111 1"	"1"	420
"2153"	2018	"111 1"	"2"	243
"2154"	2018	"111 1"	"3"	164
"2155"	2018	"111 1"	"4+"	235
"2156"	2018	"111 2"	"0"	1460
"2157"	2018	"111 2"	"1"	209
"2158"	2018	"111 2"	"2"	198
"2159"	2018	"111 2"	"3"	117
"2160"	2018	"111 2"	"4+"	162
"2161"	2019	"000 0"	"0"	32584
"2162"	2019	"000 0"	"1"	7118
"2163"	2019	"000 0"	"2"	3407
"2164"	2019	"000 0"	"3"	1618
"2165"	2019	"000 0"	"4+"	1277
"2166"	2019	"000 1"	"0"	27846
"2167"	2019	"000 1"	"1"	3551
"2168"	2019	"000 1"	"2"	1393
"2169"	2019	"000 1"	"3"	611
"2170"	2019	"000 1"	"4+"	370
"2171"	2019	"000 2"	"0"	24904
"2172"	2019	"000 2"	"1"	1459
"2173"	2019	"000 2"	"2"	431
"2174"	2019	"000 2"	"3"	148
"2175"	2019	"000 2"	"4+"	66
"2176"	2019	"001 0"	"0"	75
"2177"	2019	"001 0"	"1"	232
"2178"	2019	"001 0"	"2"	70
"2179"	2019	"001 0"	"3"	31
"2180"	2019	"001 0"	"4+"	35
"2181"	2019	"001 1"	"0"	570
"2182"	2019	"001 1"	"1"	731
"2183"	2019	"001 1"	"2"	185
"2184"	2019	"001 1"	"3"	79
"2185"	2019	"001 1"	"4+"	63
"2186"	2019	"001 2"	"0"	1963
"2187"	2019	"001 2"	"1"	481
"2188"	2019	"001 2"	"2"	143
"2189"	2019	"001 2"	"3"	48
"2190"	2019	"001 2"	"4+"	25
"2191"	2019	"010 0"	"0"	1286
"2192"	2019	"010 0"	"1"	1050
"2193"	2019	"010 0"	"2"	479
"2194"	2019	"010 0"	"3"	246
"2195"	2019	"010 0"	"4+"	229
"2196"	2019	"010 1"	"0"	3125
"2197"	2019	"010 1"	"1"	1205
"2198"	2019	"010 1"	"2"	568
"2199"	2019	"010 1"	"3"	244
"2200"	2019	"010 1"	"4+"	172
"2201"	2019	"010 2"	"0"	5456
"2202"	2019	"010 2"	"1"	1005
"2203"	2019	"010 2"	"2"	365
"2204"	2019	"010 2"	"3"	124
"2205"	2019	"010 2"	"4+"	57
"2206"	2019	"011 0"	"0"	91
"2207"	2019	"011 0"	"1"	185
"2208"	2019	"011 0"	"2"	197
"2209"	2019	"011 0"	"3"	101
"2210"	2019	"011 0"	"4+"	109
"2211"	2019	"011 1"	"0"	491
"2212"	2019	"011 1"	"1"	429
"2213"	2019	"011 1"	"2"	353
"2214"	2019	"011 1"	"3"	163
"2215"	2019	"011 1"	"4+"	138
"2216"	2019	"011 2"	"0"	1425
"2217"	2019	"011 2"	"1"	103
"2218"	2019	"011 2"	"2"	261
"2219"	2019	"011 2"	"3"	94
"2220"	2019	"011 2"	"4+"	62
"2221"	2019	"100 0"	"0"	6069
"2222"	2019	"100 0"	"1"	1754
"2223"	2019	"100 0"	"2"	1508
"2224"	2019	"100 0"	"3"	779
"2225"	2019	"100 0"	"4+"	653
"2226"	2019	"100 1"	"0"	9554
"2227"	2019	"100 1"	"1"	1495
"2228"	2019	"100 1"	"2"	1268
"2229"	2019	"100 1"	"3"	593
"2230"	2019	"100 1"	"4+"	360
"2231"	2019	"100 2"	"0"	11766
"2232"	2019	"100 2"	"1"	798
"2233"	2019	"100 2"	"2"	671
"2234"	2019	"100 2"	"3"	218
"2235"	2019	"100 2"	"4+"	104
"2236"	2019	"101 0"	"0"	134
"2237"	2019	"101 0"	"1"	357
"2238"	2019	"101 0"	"2"	144
"2239"	2019	"101 0"	"3"	107
"2240"	2019	"101 0"	"4+"	120
"2241"	2019	"101 1"	"0"	720
"2242"	2019	"101 1"	"1"	717
"2243"	2019	"101 1"	"2"	230
"2244"	2019	"101 1"	"3"	200
"2245"	2019	"101 1"	"4+"	152
"2246"	2019	"101 2"	"0"	1948
"2247"	2019	"101 2"	"1"	429
"2248"	2019	"101 2"	"2"	165
"2249"	2019	"101 2"	"3"	130
"2250"	2019	"101 2"	"4+"	78
"2251"	2019	"110 0"	"0"	986
"2252"	2019	"110 0"	"1"	575
"2253"	2019	"110 0"	"2"	399
"2254"	2019	"110 0"	"3"	371
"2255"	2019	"110 0"	"4+"	356
"2256"	2019	"110 1"	"0"	2586
"2257"	2019	"110 1"	"1"	760
"2258"	2019	"110 1"	"2"	497
"2259"	2019	"110 1"	"3"	427
"2260"	2019	"110 1"	"4+"	338
"2261"	2019	"110 2"	"0"	4355
"2262"	2019	"110 2"	"1"	594
"2263"	2019	"110 2"	"2"	297
"2264"	2019	"110 2"	"3"	286
"2265"	2019	"110 2"	"4+"	127
"2266"	2019	"111 0"	"0"	93
"2267"	2019	"111 0"	"1"	179
"2268"	2019	"111 0"	"2"	141
"2269"	2019	"111 0"	"3"	100
"2270"	2019	"111 0"	"4+"	167
"2271"	2019	"111 1"	"0"	542
"2272"	2019	"111 1"	"1"	443
"2273"	2019	"111 1"	"2"	239
"2274"	2019	"111 1"	"3"	157
"2275"	2019	"111 1"	"4+"	290
"2276"	2019	"111 2"	"0"	1424
"2277"	2019	"111 2"	"1"	225
"2278"	2019	"111 2"	"2"	218
"2279"	2019	"111 2"	"3"	98
"2280"	2019	"111 2"	"4+"	155
